Date,Weather_Condition,Dew_Point_C,Humidity(%),Pressure(hPa),Temperature_C,Visibility(km),Wind_Direction(Compass),Rain_Presence
01-Jan-2015,Smoke,11.0,43.0,1016.0,21.0,1.0,NNW,0
02-Jan-2015,Light Rain,15.0,100.0,1017.0,15.0,1.0,NE,1
04-Jan-2015,Smoke,10.0,51.0,1019.0,18.0,1.0,NW,0
05-Jan-2015,Haze,9.0,36.0,1014.0,21.0,2.0,WNW,0
06-Jan-2015,Smoke,9.0,50.0,1014.0,17.0,1.0,NW,0
07-Jan-2015,Patches of Fog,8.0,67.0,1016.0,12.0,0.5,West,0
10-Jan-2015,Smoke,8.0,42.0,1017.0,17.0,1.0,West,0
11-Jan-2015,Smoke,8.0,52.0,1017.0,15.0,1.0,WNW,0
13-Jan-2015,Smoke,9.0,45.0,1016.0,18.0,1.0,SE,0
14-Jan-2015,Mist,10.0,66.0,1016.0,14.0,1.0,ENE,0
15-Jan-2015,Smoke,9.0,45.0,1019.0,18.0,0.5,WNW,0
16-Jan-2015,Smoke,9.0,38.0,1018.0,20.0,1.0,West,0
17-Jan-2015,Haze,11.0,43.0,1018.0,20.0,2.0,NW,0
18-Jan-2015,Haze,10.0,36.0,1017.0,21.0,2.0,West,0
19-Jan-2015,Smoke,7.0,30.0,1017.0,20.0,2.0,West,0
20-Jan-2015,Smoke,11.0,54.0,1018.0,18.0,1.0,East,0
21-Jan-2015,Smoke,10.0,52.0,1020.0,17.0,1.0,East,0
24-Jan-2015,Smoke,12.0,65.0,1020.0,16.0,2.0,West,0
25-Jan-2015,Smoke,9.0,47.0,1019.0,18.0,2.0,NW,0
28-Jan-2015,Haze,4.0,30.0,1016.0,18.0,2.0,NW,0
29-Jan-2015,Haze,3.0,24.0,1019.0,18.0,2.0,West,0
30-Jan-2015,Haze,2.0,21.0,1020.0,19.0,4.0,WNW,0
31-Jan-2015,Haze,2.0,18.0,1016.0,21.0,4.0,WNW,0
01-Feb-2015,Haze,6.0,22.0,1016.0,24.0,2.0,SSE,0
02-Feb-2015,Smoke,11.0,37.0,1016.0,23.0,1.0,East,0
03-Feb-2015,Haze,13.0,46.0,1019.0,22.0,1.0,SW,0
04-Feb-2015,Smoke,12.0,55.0,1022.0,20.0,0.5,NW,0
05-Feb-2015,Haze,2.0,16.0,1018.0,22.0,4.0,NNW,0
06-Feb-2015,Haze,6.0,21.0,1018.0,24.0,2.0,NW,0
07-Feb-2015,Haze,10.0,27.0,1015.0,25.0,2.0,East,0
08-Feb-2015,Smoke,10.0,31.0,1016.0,24.0,2.0,NW,0
09-Feb-2015,Haze,9.0,25.0,1018.0,25.0,4.0,NW,0
10-Feb-2015,Haze,6.0,22.0,1019.0,23.0,4.0,West,0
11-Feb-2015,Haze,10.0,32.0,1016.0,23.0,2.0,NNW,0
12-Feb-2015,Haze,12.0,40.0,1016.0,22.0,2.0,WNW,0
13-Feb-2015,Haze,6.0,19.0,1012.0,25.0,4.0,WNW,0
14-Feb-2015,Haze,13.0,29.0,1007.0,28.0,4.0,NW,0
15-Feb-2015,Smoke,13.0,32.0,1011.0,26.0,1.0,West,0
16-Feb-2015,Haze,17.0,46.0,1012.0,26.0,2.0,ESE,0
17-Feb-2015,Haze,18.0,49.0,1011.0,26.0,2.0,ENE,0
18-Feb-2015,Smoke,17.0,40.0,1010.0,29.0,1.0,NE,0
19-Feb-2015,Haze,20.0,48.0,1010.0,29.0,2.0,East,0
20-Feb-2015,Haze,17.0,38.0,1013.0,29.0,2.0,NE,0
21-Feb-2015,Haze,17.0,40.0,1013.0,28.0,2.0,WNW,0
22-Feb-2015,Blowing Sand,13.0,30.0,1012.0,28.0,2.0,WNW,0
23-Feb-2015,Smoke,19.0,48.0,1013.0,28.0,1.0,NNE,0
24-Feb-2015,Smoke,20.0,50.0,1010.0,28.0,1.0,ESE,0
26-Feb-2015,Haze,4.0,14.0,1008.0,26.0,2.0,West,0
27-Feb-2015,Haze,6.0,19.0,1012.0,26.0,4.0,NNE,0
28-Feb-2015,Haze,8.0,18.0,1012.0,29.0,2.0,ESE,0
01-Mar-2015,Light Rain,17.0,93.0,1010.0,18.0,2.0,ESE,1
02-Mar-2015,Mist,17.0,68.0,1011.0,22.0,2.0,South,0
03-Mar-2015,Haze,14.0,56.0,1013.0,21.0,2.0,WNW,0
04-Mar-2015,Haze,9.0,30.0,1012.0,23.0,4.0,NW,0
05-Mar-2015,Haze,12.0,29.0,1014.0,26.0,4.0,SW,0
06-Mar-2015,Haze,12.0,29.0,1015.0,27.0,4.0,NW,0
07-Mar-2015,Haze,14.0,36.0,1012.0,26.0,4.0,SE,0
08-Mar-2015,Haze,16.0,50.0,1014.0,25.0,4.0,East,0
09-Mar-2015,Haze,8.0,26.0,1020.0,24.0,4.0,NNW,0
10-Mar-2015,Haze,13.0,43.0,1019.0,24.0,2.0,West,0
11-Mar-2015,Haze,17.0,48.0,1018.0,25.0,2.0,WNW,0
12-Mar-2015,Haze,12.0,26.0,1016.0,28.0,2.0,NW,0
13-Mar-2015,Haze,16.0,38.0,1013.0,28.0,2.0,NNE,0
14-Mar-2015,Haze,17.0,50.0,1014.0,25.0,2.0,SW,0
15-Mar-2015,Drizzle,17.0,88.0,1015.0,19.0,2.0,SSE,1
17-Mar-2015,Haze,16.0,41.0,1014.0,27.0,4.0,WNW,0
18-Mar-2015,Haze,17.0,48.0,1012.0,25.0,4.0,WNW,0
19-Mar-2015,Haze,15.0,34.0,1014.0,28.0,4.0,WNW,0
20-Mar-2015,Haze,14.0,28.0,1014.0,30.0,4.0,NW,0
21-Mar-2015,Haze,16.0,30.0,1014.0,31.0,4.0,West,0
22-Mar-2015,Haze,18.0,33.0,1011.0,32.0,4.0,WNW,0
23-Mar-2015,Haze,19.0,36.0,1009.0,32.0,4.0,West,0
24-Mar-2015,Haze,16.0,24.0,1009.0,35.0,4.0,NW,0
25-Mar-2015,Haze,19.0,28.0,1010.0,35.0,2.0,WSW,0
26-Mar-2015,Haze,19.0,28.0,1011.0,36.0,2.0,West,0
27-Mar-2015,Haze,17.0,25.0,1011.0,35.0,4.0,West,0
28-Mar-2015,Haze,15.0,20.0,1008.0,35.0,4.0,West,0
29-Mar-2015,Light Drizzle,14.0,32.0,1009.0,28.0,2.0,WNW,1
30-Mar-2015,Haze,18.0,46.0,1009.0,28.0,4.0,East,0
31-Mar-2015,Haze,19.0,39.0,1009.0,30.0,4.0,North,0
02-Apr-2015,Haze,18.0,29.0,1004.0,34.0,2.0,SE,0
03-Apr-2015,Haze,21.0,52.0,1004.0,30.0,4.0,North,0
06-Apr-2015,Haze,17.0,32.0,1006.0,31.0,4.0,West,0
07-Apr-2015,Haze,19.0,44.0,1010.0,29.0,2.0,East,0
08-Apr-2015,Haze,15.0,27.0,1012.0,32.0,4.0,West,0
09-Apr-2015,Blowing Sand,15.0,26.0,1010.0,32.0,4.0,NW,0
10-Apr-2015,Haze,15.0,23.0,1008.0,34.0,4.0,SW,0
11-Apr-2015,Haze,14.0,18.0,1007.0,36.0,4.0,NW,0
12-Apr-2015,Haze,18.0,48.0,1012.0,27.0,2.0,WNW,0
13-Apr-2015,Haze,20.0,37.0,1012.0,32.0,4.0,SE,0
14-Apr-2015,Haze,19.0,37.0,1012.0,32.0,4.0,East,0
15-Apr-2015,Haze,20.0,35.0,1011.0,34.0,4.0,SSE,0
16-Apr-2015,Haze,16.0,36.0,1015.0,29.0,2.0,NW,0
17-Apr-2015,Haze,17.0,26.0,1007.0,34.0,4.0,SW,0
18-Apr-2015,Haze,16.0,20.0,1001.0,37.0,4.0,WNW,0
19-Apr-2015,Haze,16.0,16.0,1003.0,40.0,4.0,WNW,0
20-Apr-2015,Widespread Dust,18.0,19.0,1005.0,40.0,2.0,East,0
21-Apr-2015,Haze,11.0,12.0,1005.0,38.0,2.0,WNW,0
22-Apr-2015,Blowing Sand,7.0,8.0,1002.0,38.0,4.0,WNW,0
23-Apr-2015,Haze,12.0,12.0,1003.0,39.0,4.0,WNW,0
24-Apr-2015,Haze,26.0,41.0,1003.0,39.0,4.0,NNW,0
25-Apr-2015,Haze,20.0,28.0,1004.0,37.0,2.0,NE,0
26-Apr-2015,Haze,21.0,36.0,1007.0,34.0,2.0,East,0
27-Apr-2015,Blowing Sand,23.0,37.0,1006.0,36.0,2.0,ESE,0
28-Apr-2015,Widespread Dust,23.0,36.0,1004.0,37.0,2.0,East,0
29-Apr-2015,Haze,20.0,29.0,1004.0,36.0,4.0,ENE,0
30-Apr-2015,Blowing Sand,24.0,33.0,1003.0,39.0,4.0,East,0
01-May-2015,Haze,21.0,31.0,1005.0,37.0,4.0,East,0
02-May-2015,Haze,19.0,24.0,1005.0,37.0,4.0,SW,0
03-May-2015,Haze,14.0,16.0,1006.0,38.0,4.0,NNE,0
04-May-2015,Haze,14.0,14.0,1006.0,39.0,10.0,NW,0
05-May-2015,Widespread Dust,10.0,9.0,1003.0,40.0,4.0,West,0
06-May-2015,Widespread Dust,7.0,6.0,1001.0,42.0,4.0,WNW,0
07-May-2015,Blowing Sand,9.0,8.0,1002.0,42.0,2.0,West,0
08-May-2015,Blowing Sand,14.0,11.0,1002.0,42.0,2.0,West,0
09-May-2015,Widespread Dust,15.0,13.0,1000.0,42.0,4.0,SW,0
10-May-2015,Widespread Dust,13.0,10.0,1000.0,42.0,2.0,West,0
11-May-2015,Haze,18.0,20.0,1002.0,39.0,2.0,East,0
12-May-2015,Haze,23.0,33.0,1004.0,39.0,2.0,NNE,0
14-May-2015,Haze,20.0,30.0,1006.0,35.0,2.0,North,0
15-May-2015,Haze,17.0,29.0,1007.0,32.0,2.0,NNE,0
16-May-2015,Haze,22.0,35.0,1003.0,35.0,2.0,East,0
17-May-2015,Haze,17.0,17.0,1000.0,40.0,4.0,SW,0
18-May-2015,Haze,20.0,19.0,999.0,42.0,4.0,ENE,0
19-May-2015,Clear,20.0,22.0,1000.0,39.0,1.0,NW,0
20-May-2015,Haze,15.0,14.0,1001.0,40.0,4.0,West,0
21-May-2015,Blowing Sand,11.0,9.0,1000.0,42.0,4.0,NW,0
22-May-2015,Haze,12.0,10.0,997.0,43.0,4.0,WNW,0
23-May-2015,Haze,14.0,11.0,995.0,44.0,4.0,West,0
24-May-2015,Haze,16.0,12.0,996.0,43.0,4.0,SW,0
25-May-2015,Haze,17.0,13.0,996.0,45.0,4.0,WSW,0
26-May-2015,Blowing Sand,15.0,11.0,998.0,44.0,2.0,SSW,0
27-May-2015,Haze,6.0,6.0,1001.0,41.0,4.0,West,0
28-May-2015,Widespread Dust,17.0,16.0,999.0,41.0,2.0,NNE,0
29-May-2015,Widespread Dust,17.0,16.0,1000.0,41.0,2.0,East,0
30-May-2015,Widespread Dust,17.0,15.0,1001.0,42.0,2.0,WNW,0
31-May-2015,Widespread Dust,16.0,17.0,1000.0,39.0,2.0,NW,0
01-Jun-2015,Blowing Sand,15.0,23.0,1003.0,34.0,2.0,West,0
02-Jun-2015,Haze,15.0,16.0,1002.0,39.0,2.0,South,0
03-Jun-2015,Haze,18.0,36.0,1005.0,31.0,2.0,NW,0
04-Jun-2015,Haze,21.0,30.0,1003.0,37.0,2.0,SW,0
05-Jun-2015,Haze,18.0,23.0,1003.0,38.0,2.0,NW,0
06-Jun-2015,Haze,17.0,20.0,1000.0,39.0,2.0,WNW,0
07-Jun-2015,Haze,17.0,15.0,998.0,42.0,4.0,NW,0
08-Jun-2015,Haze,16.0,14.0,998.0,42.0,4.0,WNW,0
09-Jun-2015,Blowing Sand,18.0,16.0,998.0,42.0,2.0,West,0
10-Jun-2015,Blowing Sand,21.0,23.0,998.0,41.0,2.0,West,0
11-Jun-2015,Blowing Sand,21.0,23.0,999.0,40.0,4.0,North,0
12-Jun-2015,Haze,19.0,21.0,998.0,40.0,4.0,NW,0
13-Jun-2015,Haze,20.0,24.0,996.0,39.0,2.0,SSW,0
14-Jun-2015,Haze,23.0,64.0,1000.0,29.0,2.0,NE,0
16-Jun-2015,Haze,22.0,29.0,999.0,39.0,2.0,West,0
17-Jun-2015,Haze,22.0,28.0,997.0,39.0,2.0,WNW,0
19-Jun-2015,Haze,24.0,28.0,996.0,42.0,2.0,East,0
20-Jun-2015,Blowing Sand,22.0,30.0,998.0,38.0,2.0,ESE,0
21-Jun-2015,Haze,25.0,51.0,998.0,34.0,2.0,NE,0
22-Jun-2015,Light Thunderstorm,20.0,42.0,996.0,32.0,4.0,SW,0
24-Jun-2015,Smoke,25.0,48.0,994.0,35.0,1.0,NE,0
25-Jun-2015,Mist,24.0,72.0,994.0,28.0,2.0,NNE,0
26-Jun-2015,Blowing Sand,23.0,37.0,994.0,36.0,2.0,NW,0
27-Jun-2015,Haze,23.0,35.0,996.0,37.0,2.0,NW,0
28-Jun-2015,Haze,24.0,34.0,999.0,38.0,2.0,NE,0
29-Jun-2015,Haze,25.0,48.0,1003.0,35.0,2.0,East,0
30-Jun-2015,Haze,25.0,44.0,1002.0,36.0,2.0,East,0
02-Jul-2015,Haze,24.0,38.0,1000.0,37.0,2.0,ESE,0
03-Jul-2015,Haze,23.0,30.0,999.0,39.0,2.0,WNW,0
04-Jul-2015,Blowing Sand,26.0,41.0,997.0,38.0,2.0,NW,0
05-Jul-2015,Widespread Dust,26.0,41.0,995.0,38.0,2.0,WSW,0
06-Jul-2015,Mist,25.0,73.0,998.0,29.0,2.0,SE,0
07-Jul-2015,Haze,27.0,61.0,997.0,34.0,2.0,East,0
08-Jul-2015,Haze,28.0,60.0,998.0,34.0,2.0,SSE,0
10-Jul-2015,Light Rain,27.0,96.0,999.0,28.0,1.0,South,1
11-Jul-2015,Rain,25.0,98.0,999.0,26.0,0.5,West,1
12-Jul-2015,Mist,25.0,92.0,998.0,26.0,2.0,West,0
13-Jul-2015,Haze,25.0,56.0,1000.0,33.0,4.0,WSW,0
14-Jul-2015,Haze,27.0,54.0,998.0,35.0,2.0,WSW,0
15-Jul-2015,Blowing Sand,25.0,41.0,994.0,37.0,2.0,West,0
16-Jul-2015,Haze,25.0,44.0,994.0,36.0,2.0,WSW,0
17-Jul-2015,Haze,27.0,63.0,996.0,33.0,2.0,SE,0
18-Jul-2015,Mist,27.0,81.0,998.0,30.0,2.0,SW,0
19-Jul-2015,Haze,24.0,60.0,997.0,31.0,2.0,NW,0
20-Jul-2015,Haze,25.0,62.0,999.0,32.0,2.0,NNW,0
21-Jul-2015,Haze,25.0,49.0,999.0,35.0,2.0,SW,0
22-Jul-2015,Haze,27.0,50.0,1000.0,36.0,2.0,ESE,0
23-Jul-2015,Haze,27.0,52.0,1001.0,35.0,2.0,East,0
24-Jul-2015,Haze,26.0,52.0,1000.0,35.0,2.0,ESE,0
25-Jul-2015,Haze,25.0,43.0,997.0,36.0,4.0,East,0
26-Jul-2015,Blowing Sand,25.0,54.0,998.0,33.0,4.0,East,0
27-Jul-2015,Haze,26.0,52.0,999.0,34.0,4.0,SE,0
28-Jul-2015,Haze,24.0,53.0,999.0,33.0,4.0,SSE,0
29-Jul-2015,Haze,24.0,63.0,998.0,30.0,2.0,SE,0
30-Jul-2015,Haze,24.0,60.0,999.0,31.0,2.0,South,0
09-Aug-2015,Mist,26.0,88.0,1000.0,28.0,2.0,NNW,0
16-Aug-2015,Haze,27.0,64.0,1002.0,33.0,2.0,NNE,0
17-Aug-2015,Haze,27.0,58.0,1000.0,34.0,2.0,ENE,0
18-Aug-2015,Haze,25.0,50.0,1001.0,34.0,2.0,West,0
19-Aug-2015,Haze,25.0,49.0,1003.0,35.0,4.0,West,0
20-Aug-2015,Haze,24.0,46.0,1001.0,34.0,2.0,WSW,0
21-Aug-2015,Light Rain,25.0,55.0,1003.0,33.0,2.0,West,1
22-Aug-2015,Haze,24.0,53.0,1000.0,33.0,2.0,NW,0
23-Aug-2015,Haze,25.0,52.0,1000.0,34.0,2.0,NW,0
24-Aug-2015,Haze,25.0,51.0,1002.0,35.0,4.0,NW,0
25-Aug-2015,Haze,25.0,44.0,1000.0,35.0,4.0,WNW,0
26-Aug-2015,Haze,24.0,42.0,1000.0,36.0,2.0,NW,0
27-Aug-2015,Haze,28.0,52.0,1001.0,37.0,4.0,WNW,0
28-Aug-2015,Haze,25.0,41.0,1002.0,36.0,2.0,East,0
29-Aug-2015,Haze,24.0,38.0,1000.0,36.0,2.0,NW,0
30-Aug-2015,Haze,24.0,38.0,1001.0,36.0,2.0,WNW,0
31-Aug-2015,Haze,22.0,37.0,1002.0,36.0,4.0,WNW,0
01-Sep-2015,Haze,21.0,31.0,1000.0,36.0,2.0,WNW,0
02-Sep-2015,Haze,21.0,33.0,1001.0,36.0,2.0,WNW,0
03-Sep-2015,Haze,21.0,31.0,1005.0,36.0,2.0,West,0
04-Sep-2015,Blowing Sand,18.0,22.0,1008.0,37.0,4.0,West,0
05-Sep-2015,Haze,19.0,27.0,1007.0,36.0,4.0,WNW,0
06-Sep-2015,Haze,20.0,29.0,1006.0,36.0,2.0,West,0
07-Sep-2015,Blowing Sand,18.0,23.0,1005.0,37.0,2.0,WNW,0
08-Sep-2015,Blowing Sand,21.0,31.0,1005.0,36.0,4.0,NW,0
09-Sep-2015,Haze,19.0,26.0,1005.0,36.0,4.0,WNW,0
10-Sep-2015,Blowing Sand,19.0,24.0,1006.0,37.0,2.0,NW,0
11-Sep-2015,Haze,20.0,31.0,1005.0,36.0,4.0,WNW,0
12-Sep-2015,Haze,21.0,29.0,1004.0,37.0,2.0,WNW,0
13-Sep-2015,Haze,21.0,29.0,1005.0,38.0,2.0,WNW,0
14-Sep-2015,Haze,20.0,27.0,1002.0,37.0,2.0,West,0
16-Sep-2015,Haze,24.0,38.0,1003.0,37.0,2.0,NE,0
17-Sep-2015,Haze,23.0,40.0,1004.0,35.0,2.0,NE,0
18-Sep-2015,Haze,26.0,49.0,1004.0,35.0,4.0,ENE,0
21-Sep-2015,Haze,24.0,42.0,1000.0,35.0,2.0,West,0
22-Sep-2015,Scattered Clouds,23.0,43.0,1001.0,35.0,2.0,South,0
23-Sep-2015,Blowing Sand,22.0,45.0,1006.0,32.0,2.0,NW,0
24-Sep-2015,Blowing Sand,18.0,29.0,1004.0,33.0,2.0,West,0
25-Sep-2015,Haze,16.0,25.0,1003.0,34.0,4.0,WNW,0
26-Sep-2015,Haze,19.0,29.0,1005.0,35.0,2.0,West,0
28-Sep-2015,Haze,20.0,33.0,1008.0,34.0,2.0,NW,0
29-Sep-2015,Haze,17.0,29.0,1010.0,34.0,4.0,NW,0
30-Sep-2015,Haze,16.0,23.0,1010.0,35.0,4.0,NW,0
01-Oct-2015,Haze,16.0,23.0,1011.0,35.0,4.0,WNW,0
02-Oct-2015,Haze,16.0,22.0,1010.0,35.0,4.0,North,0
03-Oct-2015,Haze,19.0,28.0,1007.0,36.0,4.0,West,0
04-Oct-2015,Haze,20.0,29.0,1008.0,37.0,4.0,WNW,0
05-Oct-2015,Haze,23.0,38.0,1008.0,36.0,2.0,NW,0
